Date0 ut0 Date1 ut1
20120522 22.02 20120522 23.554
20120523 6.174 20120523 7.625
20120523 14.391 20120523 15.564
20120523 22.454 20120523 23.521
20120524 6.234 20120524 7.556
20120524 14.387 20120524 15.566
20120524 22.28 20120524 23.596
20120525 6.366 20120525 7.581
20120525 14.683 20120525 15.539
20120525 22.717 20120525 23.57
20120526 6.667 20120526 7.545
20120526 14.38 20120526 15.533
20120526 22.661 20120526 23.531
20120527 6.55 20120527 7.617
20120527 14.512 20120527 15.575
20120527 22.617 20120527 23.821
20120528 6.521 20120528 7.707
20120528 14.684 20120528 15.697
20120528 22.7 20120528 23.787
20120529 6.517 20120529 7.742
20120529 14.534 20120529 15.81
20120529 22.706 20120529 23.773
20120530 6.584 20120530 7.768
20120530 14.751 20120530 15.732
20120530 22.709 20120530 23.807
20120531 6.792 20120531 7.726
20120531 14.752 20120531 15.791
20120531 22.725 20120531 23.751
20120601 6.819 20120601 7.737
20120601 14.715 20120601 15.684
20120601 22.879 20120601 23.766
20120602 6.842 20120602 7.853
20120602 14.839 20120602 15.751
20120602 22.965 20120602 23.742
20120603 6.97 20120603 7.735
20120603 14.971 20120603 15.68
20120603 22.88 20120603 23.965
20120604 6.911 20120604 7.916
20120604 14.946 20120604 15.799
20120604 22.969 20120604 23.625
20120605 6.855 20120605 7.922
20120605 14.91 20120605 15.835
20120605 22.832 20120606 0.154
20120606 6.915 20120606 8.105
20120606 14.973 20120606 16.124
20120606 22.95 20120607 0.015
20120607 6.962 20120607 8.142
20120607 14.981 20120607 15.957
20120607 22.987 20120608 0.034
20120608 6.932 20120608 8.043
20120608 14.944 20120608 16.01
20120608 22.954 20120609 0.105
20120609 6.976 20120609 8.114
20120612 22.981 20120613 0.547
20120613 7.008 20120613 8.429
20120613 15.032 20120613 16.333
20120613 22.996 20120614 0.465
20120614 7.01 20120614 8.47
20120614 15.028 20120614 16.431
20120614 22.982 20120615 0.387
20120615 7.002 20120615 8.414
20120615 15.085 20120615 16.344
20120615 23.061 20120616 0.461
20120616 7.044 20120616 8.413
20120616 15.017 20120616 16.62
20120616 23.064 20120617 0.527
20120617 7.048 20120617 8.445
20120617 15.033 20120617 16.538
20120617 23.091 20120618 0.534
20120618 7.041 20120618 8.479
20120618 15.019 20120618 16.503
20120618 23.031 20120619 0.49
20120619 7.07 20120619 8.389
20120619 15.051 20120619 16.437
20120619 23.038 20120620 0.523
20120620 7.057 20120620 8.568
20120620 15.083 20120620 16.473
20120620 23.132 20120621 0.659
20120621 7.164 20120621 8.344
20120621 15.107 20120621 16.359
20120621 23.04 20120622 0.499
20120622 7.028 20120622 8.692
20120622 15.026 20120622 16.412
20120622 23.068 20120623 0.417
20120623 7.078 20120623 8.452
20120623 15.089 20120623 16.396
20120623 23.065 20120624 0.366
20120624 7.059 20120624 8.322
20120624 15.049 20120624 16.36
20120624 23.103 20120625 0.348
20120625 7.08 20120625 8.415
20120625 15.021 20120625 16.535
20120625 23.048 20120626 0.437
20120626 7.075 20120626 8.517
20120626 15.042 20120626 16.347
20120626 23.045 20120627 0.488
20120627 7.026 20120627 8.458
20120627 15.01 20120627 16.419
20120627 23.018 20120628 0.555
20120628 7.041 20120628 8.427
20120628 14.99 20120628 16.361
20120628 22.99 20120629 0.391
20120629 6.948 20120629 8.534
20120629 14.762 20120629 16.444
20120629 22.982 20120630 0.262
20120630 7.09 20120630 8.427
20120630 15.001 20120630 16.283
20120630 23.097 20120701 0.105
20120701 6.968 20120701 8.308
20120701 14.982 20120701 16.207
20120701 22.982 20120702 0.437
20120702 6.999 20120702 8.223
20120702 15.019 20120702 15.99
20120702 23.026 20120703 0.206
20120703 6.925 20120703 8.186
20120703 15.044 20120703 16.164
20120703 22.947 20120704 0.314
20120704 6.912 20120704 8.285
20120704 15.013 20120704 16.065
20120704 22.987 20120705 0.174
20120705 6.965 20120705 8.154
20120705 14.951 20120705 16.248
20120705 23.014 20120706 0.094
20120706 6.905 20120706 8.124
20120706 14.986 20120706 16.129
20120706 22.952 20120707 0.113
20120707 7.013 20120707 8.148
20120707 22.955 20120708 0.145
20120708 6.98 20120708 8.065
20120708 14.967 20120708 16.03
20120708 22.924 20120709 0.135
20120709 6.875 20120709 8.236
20120709 14.925 20120709 16.052
20120709 22.87 20120710 0.028
20120710 6.902 20120710 8.097
20120710 14.865 20120710 16.024
20120710 22.96 20120711 0.081
20120711 6.916 20120711 8.05
20120711 14.928 20120711 16.124
20120711 22.887 20120712 0.155
20120712 6.838 20120712 8.035
20120712 14.843 20120712 16.051
20120712 22.871 20120713 0.006
20120713 6.867 20120713 8.053
20120713 14.92 20120713 15.788
20120713 22.869 20120713 23.88
20120714 6.811 20120714 7.969
20120714 14.759 20120714 16.013
20120714 22.57 20120715 0.006
20120715 6.766 20120715 7.99
20120715 14.725 20120715 15.938
20120715 22.762 20120715 23.957
20120716 6.963 20120716 7.895
20120716 14.787 20120716 15.851
20120716 22.959 20120716 23.861
20120717 6.927 20120717 7.885
20120717 14.94 20120717 15.879
20120717 22.947 20120717 23.917
20120718 6.852 20120718 7.765
20120718 14.95 20120718 15.863
20120718 22.817 20120718 23.846
20120719 6.789 20120719 7.859
20120719 14.814 20120719 15.896
20120719 22.921 20120719 23.849
20120720 6.934 20120720 7.805
20120720 14.788 20120720 15.845
20120720 22.751 20120720 23.796
20120721 6.749 20120721 7.786
20120721 14.841 20120721 15.839
20120721 22.737 20120721 23.838
20120722 6.776 20120722 7.821
20120722 14.74 20120722 15.861
20120722 22.824 20120722 23.926
20120723 6.844 20120723 7.923
20120723 14.647 20120723 15.922
20120723 22.677 20120723 23.827
20120724 6.766 20120724 7.842
20120724 14.63 20120724 15.882
20120724 22.656 20120724 23.83
20120725 6.626 20120725 7.828
20120725 14.821 20120725 15.726
20120725 22.881 20120725 23.83
20120726 6.64 20120726 7.846
20120726 14.502 20120726 15.812
20120726 22.622 20120726 23.911
20120727 6.532 20120727 7.815
20120727 14.745 20120727 15.821
20120727 22.663 20120727 23.804
20120728 6.66 20120728 7.836
20120728 14.482 20120728 15.744
20120728 22.517 20120728 23.808
20120729 6.305 20120729 7.845
20120729 14.367 20120729 15.794
20120729 22.415 20120729 23.793
20120730 6.389 20120730 7.718
20120730 14.443 20120730 15.733
20120730 22.562 20120730 23.778
20120731 6.437 20120731 7.782
20120731 14.318 20120731 15.755
20120731 22.311 20120731 23.7
20120801 6.16 20120801 7.761
20120801 14.299 20120801 15.784
20120801 22.292 20120801 23.8
20120802 6.297 20120802 7.745
20120802 14.209 20120802 15.743
20120802 22.128 20120802 23.751
20120803 6.247 20120803 7.759
20120803 14.218 20120803 15.809
20120803 21.809 20120803 23.861
20120804 6.068 20120804 7.788
20120804 14.102 20120804 15.746
20120804 22.265 20120804 23.722
20120805 6.003 20120805 7.744
20120805 14.102 20120805 15.735
20120805 21.896 20120805 23.713
20120806 6.124 20120806 7.787
20120806 13.886 20120806 15.805
20120806 22.159 20120806 23.75
20120807 6.137 20120807 7.755
20120807 14.068 20120807 15.724
20120807 22.041 20120807 23.729
20120808 5.947 20120808 7.699
20120808 14.024 20120808 15.728
20120808 21.895 20120808 23.808
20120809 5.87 20120809 7.804
20120809 14.045 20120809 15.7
20120809 21.97 20120809 23.689
20120810 5.947 20120810 7.746
20120810 13.931 20120810 15.755
20120810 21.899 20120810 23.807
20120811 6.026 20120811 7.693
20120811 13.871 20120811 15.725
20120811 21.978 20120811 23.732
20120812 5.832 20120812 7.719
20120812 13.913 20120812 15.769
20120812 21.923 20120812 23.782
20120813 6.033 20120813 7.795
20120813 14.117 20120813 15.758
20120813 22.195 20120813 23.78
20120814 5.965 20120814 7.772
20120814 13.981 20120814 15.825
20120814 22.127 20120814 23.865
20120815 6.16 20120815 7.806
20120815 14.129 20120815 15.786
20120815 22.382 20120815 23.75
20120816 6.228 20120816 7.767
20120816 14.362 20120816 15.809
20120816 22.337 20120816 23.743
20120817 6.505 20120817 7.731
20120817 14.594 20120817 15.744
20120817 22.42 20120817 23.669
20120818 6.433 20120818 7.763
20120818 14.528 20120818 15.772
20120818 22.639 20120818 23.755
20120819 6.691 20120819 7.78
20120819 14.706 20120819 15.785
20120819 22.636 20120819 23.806
20120820 6.606 20120820 7.853
20120820 14.565 20120820 15.815
20120820 22.554 20120820 23.803
20120821 6.813 20120821 7.799
20120821 14.665 20120821 15.835
20120821 22.578 20120821 23.854
20120822 6.752 20120822 7.867
20120822 14.757 20120822 15.801
20120822 22.908 20120822 23.941
20120823 6.652 20120823 7.89
20120823 15.016 20120823 15.858
20120823 22.638 20120823 23.89
20120824 6.968 20120824 7.849
20120824 14.908 20120824 15.878
20120824 23.064 20120824 23.88
20120825 6.916 20120825 7.836
20120825 15.089 20120825 15.876
20120825 23.089 20120825 23.961
20120826 7.098 20120826 7.979
20120826 15.151 20120826 15.863
20120826 23.044 20120826 23.939
20120827 7.076 20120827 7.996
20120827 15.142 20120827 16.106
20120827 23.167 20120827 23.951
20120828 7.134 20120828 7.988
20120828 15.149 20120828 16.045
20120828 23.125 20120828 23.997
20120829 7.153 20120829 8.123
20120829 15.121 20120829 15.981
20120829 23.219 20120830 0.034
20120830 7.171 20120830 7.952
20120830 15.17 20120830 16.15
20120830 23.174 20120831 0.108
20120831 7.199 20120831 8.22
20120831 15.155 20120831 16.179
20120831 23.053 20120901 0.306
20120901 7.2 20120901 8.322
20120901 15.257 20120901 16.229
20120901 23.211 20120902 0.157
20120902 7.231 20120902 8.229
20120902 15.251 20120902 16.349
20120902 23.188 20120903 0.429
20120903 7.223 20120903 8.362
20120903 15.258 20120903 16.347
20120903 23.264 20120904 0.33
20120904 7.234 20120904 8.441
20120904 15.276 20120904 16.471
20120904 23.28 20120905 0.426
20120905 7.295 20120905 8.336
20120905 15.164 20120905 16.591
20120905 23.273 20120906 0.668
20120906 7.27 20120906 8.64
20120906 15.267 20120906 16.664
20120906 23.254 20120907 0.482
20120907 7.328 20120907 8.456
20120907 15.272 20120907 16.602
20120907 23.287 20120908 0.572
20120908 7.358 20120908 8.814
20120908 15.404 20120908 16.424
20120908 23.317 20120909 0.772
20120909 7.312 20120909 8.791
20120909 15.431 20120909 16.515
20120909 23.305 20120910 0.612
20120910 7.317 20120910 8.712
20120910 15.274 20120910 16.867
20120910 23.279 20120911 0.786
20120911 7.186 20120911 8.924
20120911 15.291 20120911 16.843
20120911 23.288 20120912 0.806
20120912 7.275 20120912 8.857
20120912 15.213 20120912 16.954
20120912 23.234 20120913 0.936
20120913 7.273 20120913 8.945
20120913 15.325 20120913 16.731
20120913 23.218 20120914 0.989
20120914 7.401 20120914 8.941
20120914 15.362 20120914 16.841
20120914 23.348 20120915 0.846
20120915 7.267 20120915 8.931
20120915 15.296 20120915 16.92
20120915 23.302 20120916 0.969
20120916 7.281 20120916 9.101
20120916 15.329 20120916 16.897
20120916 23.289 20120917 0.804
20120917 7.329 20120917 8.845
20120917 15.307 20120917 16.976
20120917 23.331 20120918 0.838
20120918 7.375 20120918 8.902
20120918 15.387 20120918 16.81
20120918 23.286 20120919 0.845
20120919 7.328 20120919 8.868
20120919 15.373 20120919 16.695
20120919 23.347 20120920 0.841
20120920 7.395 20120920 8.746
20120920 15.568 20120920 16.624
20120920 23.443 20120921 0.494
20120921 7.437 20120921 8.566
20120921 15.203 20120921 16.959
20120921 22.907 20120922 1.462
20120922 7.159 20120922 8.865
20120922 15.23 20120922 16.85
20120922 23.291 20120923 0.8
20120923 7.326 20120923 8.615
20120923 15.411 20120923 16.673
20120923 23.239 20120924 0.775
20120924 7.374 20120924 8.661
20120924 15.295 20120924 16.462
20120924 23.332 20120925 0.877
20120925 7.328 20120925 8.542
20120925 15.324 20120925 16.573
20120925 23.265 20120926 0.588
20120926 7.244 20120926 8.701
20120926 15.327 20120926 16.593
20120926 23.319 20120927 0.439
20120927 7.249 20120927 8.599
20120927 15.267 20120927 16.564
20120927 23.321 20120928 0.524
20120928 7.409 20120928 8.295
20120928 15.297 20120928 16.506
20120928 23.208 20120929 0.75
20120929 7.155 20120929 8.495
20120929 15.277 20120929 16.474
20120929 23.248 20120930 0.604
20120930 7.31 20120930 8.458
20120930 15.273 20120930 16.518
20120930 23.237 20121001 0.435
20121001 7.28 20121001 8.355
20121001 15.309 20121001 16.373
20121001 23.335 20121002 0.294
20121002 7.321 20121002 8.417
20121002 15.281 20121002 16.341
20121002 23.288 20121003 0.407
20121003 7.271 20121003 8.406
20121003 15.203 20121003 16.587
20121003 23.232 20121004 0.349
20121004 7.244 20121004 8.493
20121004 15.149 20121004 16.369
20121004 23.267 20121005 0.292
20121005 7.254 20121005 8.295
20121005 15.316 20121005 16.274
20121005 23.306 20121006 0.331
20121006 7.304 20121006 8.376
20121006 15.364 20121006 16.241
20121006 23.178 20121007 0.411
20121007 7.155 20121007 8.421
20121007 15.152 20121007 16.338
20121007 23.113 20121008 0.5
20121008 7.137 20121008 8.277
20121008 15.236 20121008 16.23
20121008 23.237 20121009 0.313
20121009 7.2 20121009 8.264
20121009 15.187 20121009 16.336
20121009 23.144 20121010 0.142
20121010 7.199 20121010 8.352
20121010 15.17 20121010 16.259
20121010 23.247 20121011 0.127
20121011 7.275 20121011 8.146
20121011 15.094 20121011 16.282
20121011 23.052 20121012 0.353
20121012 7.099 20121012 8.241
20121012 15.063 20121012 16.21
20121012 23.097 20121013 0.28
20121013 7.065 20121013 8.291
20121013 15.229 20121013 16.249
20121013 23.095 20121014 0.269
20121014 7.161 20121014 8.285
20121014 15.106 20121014 16.182
20121014 23.165 20121015 0.228
20121015 7.14 20121015 8.139
20121015 14.984 20121015 16.161
20121015 23.095 20121016 0.191
20121016 6.98 20121016 8.259
20121016 14.957 20121016 16.235
20121016 23.005 20121017 0.222
20121017 6.995 20121017 8.203
20121017 15.159 20121017 16.197
20121017 23.047 20121018 0.233
20121018 6.993 20121018 8.159
20121018 14.916 20121018 16.128
20121018 22.851 20121019 0.184
20121019 6.892 20121019 8.175
20121019 14.895 20121019 16.146
20121019 23.063 20121020 0.139
20121020 6.936 20121020 8.141
20121020 14.958 20121020 16.134
20121020 22.822 20121021 0.178
20121021 6.82 20121021 8.139
20121021 14.889 20121021 16.157
20121021 22.807 20121022 0.165
20121022 6.854 20121022 8.179
20121022 14.808 20121022 16.128
20121022 22.976 20121023 0.024
20121023 6.871 20121023 8.122
20121023 15.073 20121023 15.974
20121023 22.813 20121024 0.09
20121024 6.965 20121024 8.063
20121024 14.734 20121024 16.111
20121024 22.773 20121025 0.127
20121025 6.835 20121025 8.119
20121025 14.695 20121025 16.093
20121025 22.923 20121026 0.04
20121026 6.714 20121026 8.103
20121026 14.838 20121026 16.05
20121026 22.772 20121027 0.02
20121027 6.683 20121027 7.955
20121027 14.667 20121027 16.063
20121027 22.945 20121027 23.965
20121028 6.771 20121028 7.982
20121028 14.586 20121028 16.091
20121028 22.59 20121028 23.974
20121029 6.731 20121029 8.083
20121029 14.433 20121029 16.03
20121029 22.646 20121030 0.003
20121030 6.645 20121030 8.084
20121030 14.509 20121030 16.02
20121030 22.408 20121031 0.027
20121031 6.311 20121031 8.064
20121031 14.262 20121031 16.089
20121031 22.386 20121101 0.072
20121101 6.238 20121101 8.053
20121101 14.282 20121101 16.064
20121101 22.263 20121102 0.035
20121102 6.411 20121102 8.058
20121102 14.325 20121102 16.04
20121102 22.323 20121103 0.067
20121103 6.339 20121103 8.105
20121103 14.33 20121103 16.128
20121103 22.268 20121104 0.029
20121104 6.267 20121104 8.011
20121104 14.179 20121104 16.049
20121104 22.343 20121105 0.026
20121105 6.397 20121105 8.041
20121105 14.163 20121105 16.021
20121105 22.165 20121105 23.998
20121106 6.146 20121106 8.023
20121106 14.258 20121106 16.048
20121106 22.431 20121106 23.978
20121107 6.552 20121107 8.017
20121107 14.329 20121107 16.099
20121107 22.279 20121108 0.13
20121108 6.303 20121108 8.074
20121108 14.434 20121108 16.021
20121108 22.471 20121109 0.013
20121109 6.546 20121109 8.057
20121109 14.399 20121109 16.078
20121109 22.385 20121110 0.044
20121110 6.603 20121110 7.998
20121110 14.51 20121110 15.969
20121110 22.717 20121110 23.966
20121111 6.69 20121111 8.008
20121111 14.84 20121111 16.031
20121111 22.684 20121112 0.036
20121112 6.539 20121112 7.991
20121112 14.767 20121112 16.013
20121112 22.446 20121112 23.967
20121113 6.824 20121113 7.976
20121113 14.666 20121113 16.141
20121113 22.705 20121114 0.105
20121114 6.693 20121114 8.129
20121114 14.727 20121114 16.113
20121114 22.723 20121115 0.112
20121115 6.939 20121115 8.117
20121115 14.999 20121115 16.138
20121115 22.859 20121116 0.122
20121116 6.911 20121116 8.069
20121116 15.03 20121116 16.133
20121116 23.001 20121117 0.09
20121117 7.114 20121117 8.145
20121117 15.059 20121117 16.12
20121117 22.915 20121118 0.142
20121118 7.061 20121118 8.159
20121118 15.155 20121118 16.157
20121118 23.09 20121119 0.216
20121119 7.159 20121119 8.204
20121119 15.163 20121119 16.198
20121119 23.219 20121120 0.204
20121120 7.219 20121120 8.217
20121120 15.229 20121120 16.225
20121120 23.254 20121121 0.243
20121121 7.469 20121121 8.125
20121121 15.497 20121121 16.13
20121121 23.359 20121122 0.276
20121122 7.341 20121122 8.234
20121122 15.409 20121122 16.259
20121122 23.351 20121123 0.224
20121123 7.436 20121123 8.249
20121123 15.417 20121123 16.283
20121123 23.438 20121124 0.383
20121124 7.362 20121124 8.294
20121124 15.471 20121124 16.288
20121124 23.502 20121125 0.354
20121125 7.512 20121125 8.376
20121125 15.456 20121125 16.324
20121125 23.518 20121126 0.349
20121126 7.52 20121126 8.356
20121126 15.465 20121126 16.449
20121126 23.506 20121127 0.45
20121127 7.497 20121127 8.551
20121127 15.535 20121127 16.457
20121127 23.553 20121128 0.575
20121128 7.646 20121128 8.472
20121128 15.61 20121128 16.287
20121128 23.638 20121129 0.368
20121129 7.565 20121129 8.573
20121129 15.44 20121129 16.577
20121129 23.589 20121130 0.527
20121130 7.537 20121130 8.582
20121130 15.56 20121130 16.695
20121130 23.592 20121201 0.539
20121201 7.435 20121201 8.611
20121201 15.45 20121201 16.98
20121201 23.393 20121202 1.024
20121202 7.504 20121202 8.843
20121202 15.445 20121202 17.154
20121202 23.513 20121203 0.927
20121203 7.536 20121203 9.014
20121203 15.546 20121203 16.967
20121203 23.526 20121204 0.922
20121204 7.568 20121204 8.937
20121204 15.547 20121204 17.271
20121204 23.582 20121205 1.142
20121205 7.565 20121205 9.182
20121205 15.634 20121205 17.088
20121205 23.63 20121206 0.941
20121206 7.622 20121206 8.932
20121206 15.546 20121206 17.188
20121206 23.619 20121207 1.164
20121207 7.612 20121207 9.174
20121207 15.644 20121207 17.039
20121207 23.598 20121208 1.14
20121208 7.618 20121208 9.22
20121208 15.849 20121208 16.984
20121208 23.698 20121209 1.104
20121209 7.65 20121209 9.165
20121209 15.645 20121209 17.113
20121209 23.649 20121210 1.15
20121210 7.563 20121210 9.299
20121210 15.613 20121210 17.255
20121210 23.579 20121211 1.26
20121211 7.552 20121211 9.359
20121211 15.614 20121211 17.216
20121211 23.595 20121212 1.261
20121212 7.638 20121212 9.275
20121212 15.585 20121212 17.394
20121212 23.586 20121213 1.269
20121213 7.611 20121213 9.309
20121213 15.623 20121213 17.288
20121213 23.589 20121214 1.247
20121214 7.598 20121214 9.354
20121214 15.636 20121214 17.145
20121214 23.634 20121215 1.259
20121215 7.614 20121215 9.367
20121215 15.684 20121215 17.05
20121215 23.72 20121216 1.148
20121216 7.61 20121216 9.162
20121216 15.674 20121216 17.18
20121216 23.794 20121217 1.048
20121217 7.747 20121217 9.01
20121217 15.709 20121217 17.014
20121217 23.61 20121218 1.158
20121218 7.602 20121218 9.101
20121218 15.63 20121218 17.185
20121218 23.723 20121219 0.942
20121219 7.556 20121219 9.019
20121219 15.547 20121219 17.059
20121219 23.473 20121220 1.3
20121220 7.527 20121220 9.236
20121220 15.482 20121220 17.107
20121220 23.569 20121221 1.186
20121221 7.553 20121221 9.124
20121221 15.639 20121221 17.185
20121221 23.555 20121222 1.322
20121222 7.463 20121222 9.255
20121222 15.597 20121222 17.07
20121222 23.606 20121223 1.03
20121223 7.529 20121223 9.179
20121223 15.531 20121223 17.106
20121223 23.601 20121224 1.085
20121224 7.599 20121224 8.986
20121224 15.591 20121224 17.116
20121224 23.561 20121225 0.942
20121225 7.595 20121225 8.801
20121225 15.619 20121225 16.901
20121225 23.62 20121226 0.947
20121226 7.61 20121226 8.657
20121226 15.6 20121226 16.71
20121226 23.577 20121227 0.65
20121227 7.563 20121227 8.772
20121227 15.591 20121227 16.703
20121227 23.544 20121228 0.704
20121228 7.567 20121228 8.719
20121228 15.636 20121228 16.929
20121228 23.507 20121229 0.962
20121229 7.581 20121229 8.887
20121229 15.525 20121229 16.915
20121229 23.53 20121230 0.735
20121230 7.494 20121230 8.947
20121230 15.5 20121230 16.692
20121230 23.613 20121231 0.701
20121231 7.478 20121231 8.782
20121231 15.582 20121231 16.699
20121231 23.526 20130101 0.557
20130101 7.549 20130101 8.491
20130101 15.495 20130101 16.673
20130101 23.569 20130102 0.52
20130102 7.463 20130102 8.754
20130102 15.44 20130102 16.638
20130102 23.424 20130103 0.641
20130103 7.431 20130103 8.72
20130103 15.383 20130103 16.638
20130103 23.443 20130104 0.664
20130104 7.559 20130104 8.584
20130104 15.469 20130104 16.601
20130104 23.457 20130105 0.582
20130105 7.48 20130105 8.634
20130105 15.538 20130105 16.588
20130105 23.378 20130106 0.652
20130106 7.462 20130106 8.523
20130106 15.48 20130106 16.562
20130106 23.349 20130107 0.564
20130107 7.497 20130107 8.54
20130107 15.499 20130107 16.537
20130107 23.461 20130108 0.456
20130108 7.46 20130108 8.493
20130109 7.448 20130109 8.391
20130109 15.423 20130109 16.472
20130109 23.478 20130110 0.478
20130110 7.426 20130110 8.523
20130110 15.552 20130110 16.493
20130110 23.349 20130111 0.46
20130111 7.357 20130111 8.487
20130111 15.388 20130111 16.496
20130111 23.226 20130112 0.526
20130112 7.482 20130112 8.486
20130112 15.387 20130112 16.515
20130112 23.497 20130113 0.398
20130113 7.284 20130113 8.506
20130113 15.262 20130113 16.398
20130113 23.61 20130114 0.569
20130114 7.292 20130114 8.546
20130114 15.406 20130114 16.466
20130114 23.3 20130115 0.446
20130115 7.165 20130115 8.486
20130115 15.158 20130115 16.507
20130115 23.311 20130116 0.431
20130116 7.245 20130116 8.46
20130116 15.224 20130116 16.441
20130116 23.306 20130117 0.4
20130117 7.396 20130117 8.374
20130117 15.388 20130117 16.367
20130117 23.277 20130118 0.4
20130118 7.254 20130118 8.428
20130118 15.212 20130118 16.359
20130118 23.239 20130119 0.452
20130119 6.999 20130119 8.37
20130119 15.219 20130119 16.386
20130119 23.246 20130120 0.456
20130120 6.991 20130120 8.496
20130120 14.818 20130120 16.459
20130120 22.954 20130121 0.431
20130121 6.879 20130121 8.433
20130121 14.932 20130121 16.343
20130121 22.988 20130122 0.312
20130122 6.882 20130122 8.36
20130122 15.034 20130122 16.414
20130122 23.026 20130123 0.389
20130123 7.06 20130123 8.321
20130123 14.993 20130123 16.342
20130123 23.032 20130124 0.375
20130124 6.938 20130124 8.307
20130124 14.852 20130124 16.321
20130124 22.841 20130125 0.294
20130125 6.39 20130125 8.414
20130125 14.553 20130125 16.38
20130125 22.745 20130126 0.379
20130126 6.824 20130126 8.381
20130126 14.808 20130126 16.37
20130126 22.867 20130127 0.322
20130127 6.767 20130127 8.34
20130127 14.631 20130127 16.333
20130127 22.857 20130128 0.338
20130128 6.821 20130128 8.395
20130128 14.675 20130128 16.383
20130128 22.605 20130129 0.369
20130129 6.768 20130129 8.378
20130129 14.672 20130129 16.352
20130129 22.639 20130130 0.394
20130130 6.652 20130130 8.366
20130130 14.74 20130130 16.298
20130130 22.651 20130131 0.388
20130131 6.732 20130131 8.376
20130131 14.666 20130131 16.357
20130131 22.64 20130201 0.379
20130201 6.589 20130201 8.368
20130201 14.626 20130201 16.317
20130201 22.789 20130202 0.394
20130202 6.824 20130202 8.328
20130202 14.417 20130202 16.41
20130202 22.819 20130203 0.313
20130203 6.754 20130203 8.339
20130203 14.682 20130203 16.353
20130203 22.743 20130204 0.389
20130204 6.685 20130204 8.348
20130204 14.7 20130204 16.342
20130204 22.805 20130205 0.387
20130205 6.719 20130205 8.432
20130205 14.787 20130205 16.358
20130205 22.743 20130206 0.423
20130206 6.587 20130206 8.446
20130206 14.894 20130206 16.458
20130206 22.709 20130207 0.421
20130207 6.882 20130207 8.438
20130207 14.927 20130207 16.442
20130207 22.924 20130208 0.35
20130208 6.941 20130208 8.416
20130208 15.0 20130208 16.434
20130208 22.751 20130209 0.406
20130209 6.901 20130209 8.4
20130209 15.135 20130209 16.391
20130209 23.129 20130210 0.405
20130210 7.156 20130210 8.368
20130210 15.203 20130210 16.401
20130210 23.173 20130211 0.375
20130211 7.27 20130211 8.391
20130211 15.239 20130211 16.32
20130211 23.211 20130212 0.412
20130212 7.244 20130212 8.386
20130212 15.348 20130212 16.441
20130212 23.459 20130213 0.427
20130213 7.412 20130213 8.529
20130213 15.497 20130213 16.566
20130213 23.477 20130214 0.504
20130214 7.489 20130214 8.481
20130214 15.481 20130214 16.431
20130214 23.57 20130215 0.379
20130215 7.52 20130215 8.472
20130215 15.439 20130215 16.552
20130215 23.584 20130216 0.498
20130216 7.676 20130216 8.386
20130216 15.637 20130216 16.455
20130216 23.74 20130217 0.459
20130217 7.756 20130217 8.456
20130217 15.744 20130217 16.475
20130217 23.712 20130218 0.54
20130218 7.708 20130218 8.62
20130218 15.75 20130218 16.583
20130218 23.627 20130219 0.583
20130219 7.535 20130219 8.722
20130219 15.746 20130219 16.734
20130219 23.78 20130220 0.541
20130220 7.786 20130220 8.676
20130220 15.718 20130220 16.808
20130220 23.833 20130221 0.676
20130221 7.783 20130221 8.733
20130221 15.869 20130221 16.664
20130221 23.807 20130222 0.676
20130222 7.78 20130222 8.691
20130222 15.884 20130222 16.757
20130222 23.913 20130223 0.762
20130223 7.906 20130223 8.876
20130223 15.933 20130223 16.876
20130223 23.959 20130224 0.671
20130224 7.935 20130224 8.788
20130224 15.941 20130224 16.827
20130224 23.939 20130225 0.959
20130225 7.958 20130225 9.003
20130225 15.936 20130225 17.019
20130225 23.899 20130226 1.042
20130226 7.942 20130226 8.99
20130226 15.956 20130226 17.115
20130226 23.975 20130227 1.012
20130227 7.874 20130227 9.177
20130227 15.936 20130227 17.124
20130227 23.923 20130228 1.176
20130228 23.939 20130301 1.193
20130301 7.993 20130301 9.327
20130301 15.959 20130301 17.551
20130301 23.939 20130302 1.327
20130302 7.979 20130302 9.41
20130302 15.916 20130302 17.5
20130302 23.952 20130303 1.515
20130303 7.987 20130303 9.33
20130303 15.92 20130303 17.528
20130303 23.966 20130304 1.403
20130304 7.985 20130304 9.66
20130304 15.957 20130304 17.373
20130304 23.935 20130305 1.511
20130305 7.908 20130305 9.472
20130305 15.938 20130305 17.607
20130306 0.004 20130306 1.428
20130306 7.945 20130306 9.632
20130306 15.962 20130306 17.454
20130306 23.998 20130307 1.56
20130307 7.991 20130307 9.603
20130307 16.066 20130307 17.632
20130308 0.039 20130308 1.577
20130308 8.019 20130308 9.645
20130308 15.995 20130308 17.613
20130308 23.849 20130309 1.884
20130309 7.946 20130309 9.775
20130309 15.949 20130309 17.772
20130309 23.975 20130310 1.753
20130310 7.963 20130310 9.743
20130310 15.992 20130310 17.626
20130311 0.001 20130311 1.662
20130311 7.986 20130311 9.685
20130311 16.028 20130311 17.809
20130311 23.998 20130312 1.759
20130312 8.004 20130312 9.66
20130312 15.962 20130312 17.784
20130312 23.899 20130313 1.816
20130313 7.992 20130313 9.676
20130313 16.018 20130313 17.486
20130313 23.999 20130314 1.782
20130314 7.971 20130314 9.743
20130314 16.005 20130314 17.607
20130314 23.963 20130315 1.62
